ID,ID DEPATAMENTO,DEPARTAMENTO,ID MUNICIPIO,MUNICIPIO,ID LOCALIDAD,LOCALIDAD,AÑO SERVICIO,MES SERVICIO,ENERGÍA ACTIVA,ENERGÍA REACTIVA,POTENCIA MÁXIMA,DÍA DE DEMANDA MÁXIMA,FECHA DE DEMANDA MÁXIMA,PROMEDIO DIARIO EN HORAS
70,76,valle del cauca,76109,buenaventura,76109028,puerto merizalde (buenaventura - valle del cauca),2024,6,103108,35909,2126,lunes,2024-06-10T19:45,21.26
351,27,choco,27099,bojaya,27099005,napipi (bojaya - choco),2024,2,11589,3838,672,sabado,2024-02-24T19:15,7.43
3236,27,choco,27006,acandi,27006000,acandi (acandi - choco),2021,1,164425,62119,35660,miercoles,2021-01-20T21:15,23.24
3435,86,putumayo,86573,puerto leguizamo,86573009,piñuña negro (puerto leguizamo - putumayo),2020,11,3718,2067,256,domingo,2020-11-22T22:00,6.38
2417,27,choco,27075,bahia solano (mutis),27075002,el valle (bahia solano - choco),2021,11,149429,62119,31205,jueves,2021-11-11T19:00,23.48
1076,19,cauca,19418,lopez de micay,19418012,san antonio de chuare (lopez de micay - cauca),2023,4,6039,1778,4499,jueves,2023-04-20T19:00,5.44
3766,18,caqueta,18753,san vicente del caguan,18753009,puerto betania (san vicente del caguan - caqueta),2020,6,4664,1944,3896,jueves,2020-06-25T19:30,7.11
27,27,choco,27077,bajo baudo,27077000,pizarro (bajo baudo - choco),2024,6,164425,62119,4488,lunes,2024-06-24T19:30,23.05
2348,27,choco,27800,unguia,27800001,balboa (unguia - choco),2021,12,20287,8071,843,viernes,2021-12-31T18:45,9.54
1462,19,cauca,19318,guapi,19318008,limones (guapi - cauca),2022,11,8020,3832,3863,martes,2022-11-29T20:00,8.59
3321,27,choco,27495,nuqui,27495001,arusi (nuqui - choco),2020,12,9074,3826,496,miercoles,2020-12-16T19:00,7.45
4587,97,vaupes,97161,caruru,97161000,caruru (caruru - vaupes),2024,9,35746,8582,9214,martes,2024-09-24T18:30,17.22
3692,18,caqueta,18150,cartagena del chaira,18150001,remolino del caguan (cartagena del chaira - caqueta),2020,7,15268,7834,7807,sabado,2020-07-18T19:45,8.1
694,95,guaviare,95200,miraflores,95200000,miraflores (miraflores - guaviare),2023,10,96608,30631,2244,lunes,2023-10-30T18:00,18.42
2841,19,cauca,19418,lopez de micay,19418019,zaragoza (lopez de micay - cauca),2021,6,11364,5167,6125,viernes,2021-06-25T18:45,9.09
4438,18,caqueta,18150,cartagena del chaira,18150002,santa fe del caguan (cartagena del chaira - caqueta),2024,12,3660,1435,3952,jueves,2024-12-05T18:45,3.92
4646,88,archipielago de san andres y providencia,88564,providencia,88564000,providencia,2025,3,164425,62119,35660,miercoles,2025-03-26T21:30,23.99
626,27,choco,27250,el litoral del san juan,27250000,santa genoveva de docordo (el litoral del san juan - choco),2023,11,86797,46316,21912,viernes,2023-11-03T12:15,17.52
3595,97,vaupes,97001,mitu,97001000,mitu (mitu - vaupes),2020,9,164425,62119,35660,viernes,2020-09-18T23:30,24.0
158,97,vaupes,97001,mitu,97001000,mitu (mitu - vaupes),2024,7,164425,62119,35660,viernes,2024-07-05T12:15,23.58
4070,27,choco,27025,alto baudo (pie de pato),27025000,ciudad baudo - pie de pato (alto baudo - choco),2020,2,36727,9888,14318,domingo,2020-02-23T19:30,15.04
1628,27,choco,27250,el litoral del san juan,27250002,cucurrupi (el litoral del san juan - choco),2022,9,2336,709,1958,lunes,2022-09-05T18:45,4.91
316,97,vaupes,97666,taraira,97666000,taraira (taraira - vaupes),2024,1,35739,10778,12074,viernes,2024-01-26T12:15,12.26
3309,27,choco,27025,alto baudo (pie de pato),27025000,ciudad baudo - pie de pato (alto baudo - choco),2020,12,45363,12409,10842,domingo,2020-12-07T00:15,23.43
585,97,vaupes,97161,caruru,97161000,caruru (caruru - vaupes),2023,12,22348,7080,9161,lunes,2023-12-04T18:15,10.39
3769,19,cauca,19418,lopez de micay,19418019,zaragoza (lopez de micay - cauca),2020,6,7756,3427,4883,domingo,2020-06-21T20:30,7.18
2529,52,nariño,52250,el charco,52250005,las mercedes (el charco - nariño),2021,10,1981,608,1283,viernes,2021-10-01T21:00,6.14
4504,91,amazonas,91798,tarapaca (anm),91798000,tarapaca (tarapaca (anm) - amazonas),2024,9,27342,12153,10359,domingo,2024-09-15T13:30,10.37
3921,27,choco,27099,bojaya (bellavista),27099002,la loma de bojaya (bojaya (bellavista) - choco),2020,4,12637,5003,736,martes,2020-04-14T18:45,7.56
3289,18,caqueta,18753,san vicente del caguan,18753002,guacamayas (san vicente del caguan - caqueta),2020,12,13318,5565,4397,jueves,2020-12-31T19:45,18.35
1843,19,cauca,19809,timbiqui,19809003,los brazos (timbiqui - cauca),2022,6,7685,1580,41,miercoles,2022-06-01T18:00,7.43
3300,19,cauca,19418,lopez de micay,19418019,zaragoza (lopez de micay - cauca),2020,12,11750,5418,5008,jueves,2020-12-24T20:30,9.41
4330,52,nariño,52250,el charco,52250007,san jose del tapaje (el charco - nariño),2024,10,9108,1826,88,martes,2024-10-01T19:45,5.58
3540,19,cauca,19418,lopez de micay,19418012,san antonio de chuare (lopez de micay - cauca),2020,9,9249,2948,559,lunes,2020-09-28T19:00,7.21
1104,94,guainia,94343,barrancominas,94343000,barrancominas (barrancominas - guainia),2023,4,51123,12598,17858,jueves,2023-04-13T18:15,15.56
3850,27,choco,27099,bojaya (bellavista),27099000,bellavista (bojaya (bellavista) - choco),2020,5,83271,31079,23721,martes,2020-05-26T18:45,16.02
2541,52,nariño,52696,santa barbara (iscuande),52696022,secadero (santa barbara (iscuande) - nariño),2021,10,3080,2233,1294,sabado,2021-10-30T00:15,9.51
3407,94,guainia,94343,barrancominas,94343000,barrancominas (barrancominas - guainia),2020,11,46450,16212,1854,jueves,2020-11-19T18:15,10.38
3154,19,cauca,19809,timbiqui,19809008,santa maria (timbiqui - cauca),2021,2,14810,6204,7366,martes,2021-02-02T19:30,9.13
2233,19,cauca,19418,lopez de micay,19418009,noanamito (lopez de micay - cauca),2022,1,6526,1990,44,domingo,2022-01-30T19:15,6.23
1746,99,vichada,99773,cumaribo,99773000,cumaribo (cumaribo - vichada),2022,8,164425,62119,35660,jueves,2022-08-04T14:30,23.96
2579,19,cauca,19809,timbiqui,19809014,chacon (timbiqui - cauca),2021,9,38,6,1456,jueves,2021-09-09T15:00,0.06
2843,19,cauca,19809,timbiqui,19809010,comunidad de chete (timbiqui - cauca),2021,6,4504,1712,3616,jueves,2021-06-03T19:15,5.06
2312,19,cauca,19418,lopez de micay,19418011,dos quebradas rio naya (lopez de micay - cauca),2021,12,5160,2184,295,miercoles,2021-12-29T18:00,7.12
3822,91,amazonas,91001,leticia,91001000,leticia (leticia - amazonas),2020,5,164425,62119,35660,lunes,2020-05-11T18:30,8.52
417,27,choco,27006,acandi,27006003,capurgana (acandi - choco),2024,3,164425,62119,35660,domingo,2024-03-24T14:45,18.25
241,18,caqueta,18150,cartagena del chaira,18150002,santa fe del caguan (cartagena del chaira - caqueta),2024,1,4322,1966,4132,miercoles,2024-01-31T19:15,4.13
3245,27,choco,27099,bojaya (bellavista),27099002,la loma de bojaya (bojaya (bellavista) - choco),2021,1,12544,5718,576,miercoles,2021-01-27T19:15,9.19
374,52,nariño,52250,el charco,52250003,bolivar - san pedro (el charco - nariño),2024,2,395,375,2778,miercoles,2024-02-07T19:45,0.5
2756,19,cauca,19809,timbiqui,19809007,san jose (timbiqui - cauca),2021,7,7033,4386,4025,martes,2021-07-27T19:45,6.36
2576,19,cauca,19418,lopez de micay,19418012,san antonio de chuare (lopez de micay - cauca),2021,9,8156,2975,5203,viernes,2021-09-17T18:45,6.37
2765,27,choco,27075,bahia solano (mutis),27075002,el valle (bahia solano - choco),2021,7,159362,62119,33845,jueves,2021-07-22T19:30,23.46
2406,19,cauca,19418,lopez de micay,19418019,zaragoza (lopez de micay - cauca),2021,11,6325,2653,5728,martes,2021-11-02T19:00,5.03
4451,27,choco,27077,bajo baudo,27077002,belen de docampado (bajo baudo - choco),2024,12,8896,3034,3855,viernes,2024-12-27T10:45,10.7
1019,27,choco,27077,bajo baudo (pizarro),27077011,piliza (bajo baudo (pizarro) - choco),2023,5,4214,1112,288,miercoles,2023-05-03T19:00,6.0
1117,52,nariño,52835,san andres de tumaco,52835055,bocas de curay (tumaco - nariño),2023,4,5522,2177,552,sabado,2023-04-01T19:00,4.3
3668,52,nariño,52696,santa barbara (iscuande),52696017,santa rita (santa barbara (iscuande) - nariño),2020,8,5617,3029,3472,miercoles,2020-08-05T20:45,6.3
3755,99,vichada,99624,santa rosalia,99624000,santa rosalia (santa rosalia - vichada),2020,7,114319,57609,32736,lunes,2020-07-20T20:30,15.49
1503,52,nariño,52390,la tola,52390009,mulatos (la tola - nariño),2022,11,5440,3007,3306,jueves,2022-11-24T18:15,8.1
3419,52,nariño,52390,la tola,52390003,la vigia de la mar (la tola - nariño),2020,11,5724,2861,2988,sabado,2020-11-21T00:30,8.19
3882,86,putumayo,86573,puerto leguizamo,86573000,puerto leguizamo (puerto leguizamo - putumayo),2020,5,164425,62119,35660,jueves,2020-05-28T15:00,24.0
3527,5,antioquia,5873,vigia del fuerte,5873000,vigia del fuerte (vigia del fuerte - antioquia),2020,9,97855,23445,27034,lunes,2020-09-07T13:30,13.44
9,18,caqueta,18753,san vicente del caguan,18753002,guacamayas (san vicente del caguan - caqueta),2024,6,8770,3282,3235,sabado,2024-06-29T19:45,14.56
2711,52,nariño,52490,olaya herrera,52490913,boca de prieta (olaya herrera - nariño),2021,8,3546,899,1963,martes,2021-08-10T18:15,7.9
3634,27,choco,27099,bojaya (bellavista),27099000,bellavista (bojaya (bellavista) - choco),2020,8,94135,34964,22061,lunes,2020-08-31T19:45,19.28
1591,99,vichada,99524,la primavera,99524000,la primavera (la primavera - vichada),2022,10,164425,62119,35660,miercoles,2022-10-26T14:30,23.51
4364,18,caqueta,18753,san vicente del caguan,18753009,puerto betania (san vicente del caguan - caqueta),2024,11,5952,1949,4116,viernes,2024-11-22T19:00,6.6
3618,19,cauca,19418,lopez de micay,19418038,isla de gallo (lopez de micay - cauca),2020,8,2760,1013,2461,domingo,2020-08-09T19:30,4.34
1118,52,nariño,52696,santa barbara (iscuande),52696014,la ensenada (santa barbara (iscuande) - nariño),2023,4,3299,5747,2544,miercoles,2023-04-05T19:15,5.54
2922,27,choco,27001,quibdo,27001029,tagachi (quibdo - choco),2021,5,9391,3091,4104,domingo,2021-05-10T00:45,8.41
3204,86,putumayo,86573,puerto leguizamo,86573000,puerto leguizamo (puerto leguizamo - putumayo),2021,2,164425,62119,35660,miercoles,2021-02-10T14:45,24.0
4374,27,choco,27075,bahia solano,27075000,ciudad mutis (bahia solano - choco),2024,11,164425,62119,35660,jueves,2024-11-14T14:15,23.77
498,52,nariño,52835,san andres de tumaco,52835217,san juan de la costa (san andres de tumaco - nariño),2024,4,18842,6954,112,viernes,2024-04-05T19:00,7.44
101,27,choco,27006,acandi,27006000,acandi (acandi - choco),2024,7,164425,62119,35660,sabado,2024-07-13T21:45,19.03
3426,52,nariño,52835,san andres de tumaco,52835012,chajal (tumaco - nariño),2020,11,11846,4165,13693,sabado,2020-11-28T19:15,3.24
1481,27,choco,27250,el litoral del san juan,27250002,cucurrupi (el litoral del san juan - choco),2022,11,2503,770,1814,martes,2022-11-01T18:15,5.43
3234,19,cauca,19809,timbiqui,19809026,los brazos (timbiqui - cauca),2021,1,8283,1586,4567,sabado,2021-01-09T19:30,6.51
4051,18,caqueta,18150,cartagena del chaira,18150001,remolino del caguan (cartagena del chaira - caqueta),2020,2,15525,7062,9037,sabado,2020-02-01T18:45,8.1
1819,99,vichada,99001,puerto carreño,99001002,casuarito (puerto carreño - vichada),2022,7,23136,62119,10771,viernes,2022-07-22T11:45,8.68
4657,97,vaupes,97161,caruru,97161000,caruru,2025,3,38728,6806,953,martes,2025-03-25T18:30,17.06
1573,52,nariño,52520,francisco pizarro,52520013,san pedro del vino (francisco pizarro - nariño),2022,10,4265,2442,2806,sabado,2022-10-01T19:00,6.37
472,19,cauca,19809,timbiqui,19809009,santa rosa de saija (timbiqui - cauca),2024,4,2844,760,2045,miercoles,2024-04-17T19:30,5.44
4202,99,vichada,99524,la primavera,99524000,la primavera (la primavera - vichada),2020,1,164425,62119,35660,jueves,2020-01-30T19:45,24.0
2381,99,vichada,99001,puerto carreño,99001000,puerto carreño (puerto carreño - vichada),2021,12,164425,62119,35660,lunes,2021-12-06T14:00,24.0
2092,27,choco,27372,jurado,27372000,jurado (jurado - choco),2022,3,164425,62119,33696,miercoles,2022-03-23T19:15,23.53
829,27,choco,27001,quibdo,27001029,tagachi (quibdo - choco),2023,8,0,0,0,martes,2023-08-01T00:00,0.0
1002,18,caqueta,18753,san vicente del caguan,18753009,puerto betania (san vicente del caguan - caqueta),2023,5,975,407,3624,lunes,2023-05-01T19:30,1.11
791,91,amazonas,91001,leticia,91001000,leticia (leticia - amazonas),2023,8,164425,62119,35660,martes,2023-08-22T14:45,24.0
1375,86,putumayo,86573,puerto leguizamo,86573009,piñuña negro (puerto leguizamo - putumayo),2023,1,3600,1998,256,sabado,2023-01-14T17:15,6.31
180,27,choco,27077,bajo baudo,27077026,guineal (bajo baudo (pizarro) - choco),2024,5,4866,1370,3738,viernes,2024-05-17T19:00,6.13
3156,27,choco,27006,acandi,27006003,capurgana (acandi - choco),2021,2,164425,62119,35660,viernes,2021-02-19T21:45,20.1
4023,52,nariño,52835,san andres de tumaco,52835055,bocas de curay (tumaco - nariño),2020,3,8473,1544,552,sabado,2020-03-21T20:00,6.14
1331,27,choco,27077,bajo baudo (pizarro),27077016,siviru (bajo baudo - choco),2023,1,7301,2902,4014,sabado,2023-01-07T19:15,8.34
1685,19,cauca,19809,timbiqui,19809010,comunidad de chete (timbiqui - cauca),2022,8,4164,1612,2586,domingo,2022-08-21T19:30,6.27
757,27,choco,27800,unguia,27800000,unguia (unguia - choco),2023,9,164425,62119,35660,sabado,2023-09-30T19:45,21.57
2628,52,nariño,52835,san andres de tumaco,52835016,pital de la costa (tumaco - nariño),2021,9,12194,6995,96,sabado,2021-09-18T13:00,5.24
3166,27,choco,27099,bojaya (bellavista),27099005,napipi (bojaya (bellavista) - choco),2021,2,9081,2828,608,domingo,2021-02-28T18:45,5.54
3529,88,"archipielago de san andres, providencia y santa catalina",88001,san andres,88001000,san andres (san andres - archipielago de san andres y providencia),2020,9,164425,62119,35660,martes,2020-09-22T14:45,24.0
4570,52,nariño,52390,la tola,52390016,san pablo del mar (la tola - nariño),2024,9,5431,1953,2522,viernes,2024-09-27T18:45,9.43
4087,27,choco,27800,unguia,27800000,unguia (unguia - choco),2020,2,164425,62119,7876,sabado,2020-02-15T19:15,15.56
3053,18,caqueta,18753,san vicente del caguan,18753009,puerto betania (san vicente del caguan - caqueta),2021,3,5384,2143,4424,sabado,2021-03-27T20:00,5.2
200,27,choco,27800,unguia,27800005,titumate (unguia - choco),2024,5,16923,4450,7674,jueves,2024-05-30T20:30,9.26
3470,27,choco,27025,alto baudo (pie de pato),27025000,ciudad baudo - pie de pato (alto baudo - choco),2020,10,41592,11042,12672,miercoles,2020-10-14T19:00,20.29
502,76,valle del cauca,76109,buenaventura,76109032,san francisco naya (buenaventura - valle del cauca),2024,4,6325,2599,3363,sabado,2024-04-27T11:45,8.07
3838,19,cauca,19809,timbiqui,19809010,comunidad de chete (timbiqui - cauca),2020,5,6822,1993,4186,miercoles,2020-05-06T18:45,6.29
622,27,choco,27077,bajo baudo,27077008,orpua (bajo baudo - choco),2023,11,1020,486,676,lunes,2023-11-27T18:45,8.24
2489,19,cauca,19418,lopez de micay,19418015,san isidro (lopez de micay - cauca),2021,10,834,390,573,lunes,2021-10-04T18:00,6.01
3037,99,vichada,99524,la primavera,99524000,la primavera (la primavera - vichada),2021,4,164425,62119,35660,viernes,2021-04-23T19:15,23.22
4430,91,amazonas,91001,leticia,91001000,leticia (leticia - amazonas),2024,11,164425,62119,35660,viernes,2024-11-01T14:30,24.0
1193,52,nariño,52427,magüi,52427013,la loma (magüi - nariño),2023,3,775,351,1546,lunes,2023-03-20T18:45,3.33
4324,94,guainia,94001,inirida,94001000,inirida (inirida - guainia),2024,10,164425,62119,35660,lunes,2024-10-21T14:45,24.0
1893,97,vaupes,97001,mitu,97001000,mitu (mitu - vaupes),2022,6,164425,62119,26453,lunes,2022-06-06T12:00,24.0
3168,27,choco,27250,el litoral del san juan,27250000,santa genoveva de docordo (el litoral del san juan - choco),2021,2,64914,32836,17503,lunes,2021-02-16T00:45,17.01
2195,52,nariño,52390,la tola,52390003,la vigia de la mar (la tola - nariño),2022,2,5427,2153,316,sabado,2022-02-06T00:30,8.29
643,52,nariño,52250,el charco,52250022,el cuil pueblo nuevo (el charco - nariño),2023,11,5848,2600,3007,lunes,2023-11-20T19:00,7.41
136,52,nariño,52250,el charco,52250005,las mercedes (el charco - nariño),2024,7,1211,851,88,sabado,2024-07-06T21:30,5.37
253,19,cauca,19418,lopez de micay,19418019,zaragoza (lopez de micay - cauca),2024,1,4771,1732,449,sabado,2024-01-27T20:00,4.03
388,76,valle del cauca,76109,buenaventura,76109034,san isidro - calima (buenaventura - valle del cauca),2024,2,1189,385,127,domingo,2024-02-04T13:15,4.13
3656,52,nariño,52390,la tola,52390009,mulatos (la tola - nariño),2020,8,4135,2263,3549,lunes,2020-08-31T18:30,6.18
2504,27,choco,27077,bajo baudo (pizarro),27077011,piliza (bajo baudo (pizarro) - choco),2021,10,5670,6342,32,sabado,2021-10-02T19:45,7.1
1239,27,choco,27025,alto baudo (pie de pato),27025000,ciudad baudo - pie de pato (alto baudo - choco),2023,2,48164,15826,1401,martes,2023-07-02T19:00,23.19
30,27,choco,27099,bojaya,27099005,napipi (bojaya - choco),2024,6,9331,3096,608,sabado,2024-06-01T19:00,6.2
4121,99,vichada,99001,puerto carreño,99001000,puerto carreño (puerto carreño - vichada),2020,2,164425,62119,35660,martes,2020-02-18T14:15,24.0
2302,13,bolivar,13001,cartagena de indias,13001037,isla mucura (cartagena de indias - bolivar),2021,12,6715,2639,2064,miercoles,2021-12-09T00:30,15.17
3881,86,putumayo,86573,puerto leguizamo,86573009,piñuña negro (puerto leguizamo - putumayo),2020,5,2729,1322,224,domingo,2020-05-31T21:15,5.07
3139,18,caqueta,18753,san vicente del caguan,18753009,puerto betania (san vicente del caguan - caqueta),2021,2,4956,1989,4512,sabado,2021-02-13T20:00,5.35
3875,52,nariño,52835,san andres de tumaco,52835055,bocas de curay (tumaco - nariño),2020,5,8890,1549,528,domingo,2020-05-03T23:15,7.05
1721,50,meta,50325,mapiripan,50325000,mapiripan (mapiripan - meta),2022,8,162689,62119,33484,martes,2022-08-16T18:45,23.8
3605,5,antioquia,5873,vigia del fuerte,5873001,san antonio de padua (vigia del fuerte - antioquia),2020,8,3999,1456,3251,jueves,2020-08-13T18:45,4.54
677,27,choco,27075,bahia solano,27075002,el valle (bahia solano - choco),2023,10,164425,62119,35660,jueves,2023-10-12T19:15,23.46
1439,52,nariño,52696,santa barbara (iscuande),52696022,secadero (santa barbara (iscuande) - nariño),2022,12,2985,1264,1406,viernes,2022-12-02T18:30,9.19
1757,13,bolivar,13001,cartagena,13001037,isla mucura (cartagena - bolivar),2022,7,7101,62119,2285,sabado,2022-07-09T23:00,14.75
3354,76,valle del cauca,76109,buenaventura,76109032,san francisco naya (buenaventura - valle del cauca),2020,12,5242,2668,344,jueves,2020-12-24T20:45,6.14
2629,52,nariño,52835,san andres de tumaco,52835217,san juan de la costa (san andres de tumaco - nariño),2021,9,23581,8294,1472,sabado,2021-09-18T18:45,7.45
3909,19,cauca,19809,timbiqui,19809010,comunidad de chete (timbiqui - cauca),2020,4,5447,1571,4221,viernes,2020-04-17T19:15,5.06
890,27,choco,27077,bajo baudo,27077000,pizarro (bajo baudo - choco),2023,7,164425,62119,35660,martes,2023-07-18T19:45,22.13
2802,52,nariño,52490,olaya herrera,52490913,boca de prieta (olaya herrera - nariño),2021,7,3654,996,1925,viernes,2021-07-16T19:45,7.11
2405,19,cauca,19418,lopez de micay,19418015,san isidro (lopez de micay - cauca),2021,11,832,396,586,martes,2021-11-09T17:30,6.17
80,18,caqueta,18753,san vicente del caguan,18753002,guacamayas (san vicente del caguan - caqueta),2024,5,8538,3679,3437,lunes,2024-05-13T18:45,12.26
872,13,bolivar,13001,cartagena de indias,13001037,isla mucura (cartagena de indias - bolivar),2023,7,7284,2921,2314,miercoles,2023-07-05T22:30,13.44
1398,18,caqueta,18150,cartagena del chaira,18150002,santa fe del caguan (cartagena del chaira - caqueta),2022,12,3691,1846,396,sabado,2022-12-31T19:30,3.41
1028,27,choco,27495,nuqui,27495912,comunidad indigena de pangui - el yucal (nuqui - choco),2023,5,5605,1605,1142,miercoles,2023-05-10T14:45,18.3
3539,19,cauca,19418,lopez de micay,19418009,noanamito (lopez de micay - cauca),2020,9,7165,2753,44,lunes,2020-09-21T00:15,8.27
4336,52,nariño,52473,mosquera,52473010,el bajito de echandia (mosquera - nariño),2024,10,3162,1164,1529,martes,2024-10-22T11:45,10.36
1043,52,nariño,52490,olaya herrera,52490913,boca de prieta (olaya herrera - nariño),2023,5,2795,782,1567,martes,2023-05-02T19:00,6.52
4112,86,putumayo,86573,puerto leguizamo,86573000,puerto leguizamo (puerto leguizamo - putumayo),2020,2,164425,62119,35660,martes,2020-02-04T14:45,20.05
473,27,choco,27006,acandi,27006000,acandi (acandi - choco),2024,4,164425,62119,35660,viernes,2024-04-05T21:45,18.33
1085,27,choco,27075,bahia solano (mutis),27075002,el valle (bahia solano - choco),2023,4,164425,62119,35660,sabado,2023-04-08T19:00,23.4
4221,27,choco,27099,bojaya,27099000,bellavista (bojaya (bellavista) - choco),2024,8,102438,30189,33248,viernes,2024-08-02T03:45,16.25
1488,27,choco,27495,nuqui,27495011,puerto jagua (nuqui - choco),2022,11,843,482,559,sabado,2022-11-26T19:45,6.33
3903,18,caqueta,18753,san vicente del caguan,18753002,guacamayas (san vicente del caguan - caqueta),2020,4,10927,4550,3641,sabado,2020-04-25T19:15,17.09
298,52,nariño,52250,el charco,52250023,bazan (el charco - nariño),2024,1,0,0,0,lunes,2024-01-28T11:00,0.0
2949,99,vichada,99773,cumaribo,99773000,cumaribo (cumaribo - vichada),2021,5,164425,62119,638,viernes,2021-05-21T14:45,23.52
857,86,putumayo,86573,puerto leguizamo,86573000,puerto leguizamo (puerto leguizamo - putumayo),2023,8,164425,62119,35660,jueves,2023-08-31T11:30,23.48
3625,19,cauca,19809,timbiqui,19809007,san jose (timbiqui - cauca),2020,8,8643,6674,4812,domingo,2020-08-09T19:15,6.55
2461,97,vaupes,97666,taraira,97666000,taraira (taraira - vaupes),2021,11,29213,9089,12584,lunes,2021-11-30T00:30,10.32
3215,91,amazonas,91001,leticia,91001000,leticia (leticia - amazonas),2021,1,164425,62119,35660,lunes,2021-01-18T15:00,24.0
2681,27,choco,27099,bojaya (bellavista),27099005,napipi (bojaya (bellavista) - choco),2021,8,11006,2945,608,lunes,2021-08-30T20:15,6.43
2060,88,"archipielago de san andres, providencia y santa catalina",88001,san andres,88001000,san andres (san andres - archipielago de san andres y providencia),2022,3,164425,62119,35660,jueves,2022-03-24T15:45,24.0
62,52,nariño,52490,olaya herrera,52490913,boca de prieta (olaya herrera - nariño),2024,6,2168,656,137,sabado,2024-06-29T19:30,6.19
1026,27,choco,27425,medio atrato (bete),27425000,bete (medio atrato (bete) - choco),2023,5,15078,8968,60,viernes,2023-05-26T10:45,12.09
2298,5,antioquia,5873,vigia del fuerte,5873002,vegaez (vigia del fuerte - antioquia),2021,12,3721,429,5114,jueves,2021-12-23T19:00,5.05
4182,52,nariño,52390,la tola,52390016,san pablo del mar (la tola - nariño),2020,1,4497,805,3542,domingo,2020-01-19T19:00,5.34
671,19,cauca,19809,timbiqui,19809009,santa rosa de saija (timbiqui - cauca),2023,10,2538,1245,2414,martes,2023-10-17T19:30,4.23
466,18,caqueta,18150,cartagena del chaira,18150002,santa fe del caguan (cartagena del chaira - caqueta),2024,4,4744,2244,45,martes,2024-04-16T18:30,4.44
766,52,nariño,52250,el charco,52250022,el cuil pueblo nuevo (el charco - nariño),2023,9,4847,2274,308,sabado,2023-09-16T18:45,7.31
1293,97,vaupes,97666,taraira,97666000,taraira (taraira - vaupes),2023,2,27764,8917,11625,martes,2023-02-28T19:30,11.05
2230,19,cauca,19318,guapi,19318013,san antonio de guajui (guapi - cauca),2022,1,11541,4806,4816,viernes,2022-01-07T18:30,9.41
2556,91,amazonas,91798,tarapaca (anm),91798000,tarapaca (tarapaca (anm) - amazonas),2021,9,23838,10769,9096,martes,2021-09-28T18:15,10.21
658,97,vaupes,97001,mitu,97001000,mitu (mitu - vaupes),2023,11,164425,62119,31745,miercoles,2023-11-01T12:00,24.0
13,19,cauca,19809,timbiqui,19809014,chacon (timbiqui - cauca),2024,6,3571,875,22,sabado,2024-06-22T18:45,7.26
71,76,valle del cauca,76109,buenaventura,76109081,punta bonita,2024,6,2799,3112,2103,sabado,2024-06-29T20:30,6.28
2214,91,amazonas,91001,leticia,91001000,leticia (leticia - amazonas),2022,1,164425,62119,35660,miercoles,2022-01-19T15:15,24.0
3652,52,nariño,52250,el charco,52250022,el cuil pueblo nuevo (el charco - nariño),2020,8,5250,1928,3382,sabado,2020-08-29T19:30,5.43
1937,27,choco,27077,bajo baudo (pizarro),27077905,piliza (bajo baudo (pizarro) - choco),2022,5,6763,6146,352,lunes,2022-05-16T19:00,7.82
2938,52,nariño,52390,la tola,52390016,san pablo del mar (la tola - nariño),2021,5,4918,1494,2752,martes,2021-05-25T18:45,7.02
4622,97,vaupes,97666,taraira,97666000,taraira,2025,1,41498,11122,12954,lunes,2025-01-27T12:30,14.44
1587,97,vaupes,97161,caruru,97161000,caruru (caruru - vaupes),2022,10,12134,3288,9636,viernes,2022-10-07T18:00,5.4
1296,99,vichada,99001,puerto carreño,99001002,casuarito (puerto carreño - vichada),2023,2,33007,12054,10965,lunes,2023-02-27T13:45,14.03
1427,94,guainia,94343,barrancominas,94343000,barrancominas (barrancominas - guainia),2022,12,70067,21323,19238,lunes,2022-12-05T18:15,16.22
444,44,la guajira,44847,uribia,44847003,cabo de la vela (uribia - la guajira),2024,3,44785,1620,16133,jueves,2024-03-28T19:00,12.35
2104,47,magdalena,47189,cienaga,47189018,palmor (cienaga - magdalena),2022,3,95104,31642,17914,jueves,2022-03-24T19:15,22.46
2407,19,cauca,19809,timbiqui,19809014,chacon (timbiqui - cauca),2021,11,4588,1137,2946,domingo,2021-11-14T18:45,6.39
1449,99,vichada,99624,santa rosalia,99624000,santa rosalia (santa rosalia - vichada),2022,12,148727,62119,34315,miercoles,2022-12-14T20:15,18.04
3434,52,nariño,52696,santa barbara (iscuande),52696022,secadero (santa barbara (iscuande) - nariño),2020,11,2997,1971,1459,jueves,2020-11-26T18:45,8.54
479,27,choco,27077,bajo baudo,27077008,orpua (bajo baudo - choco),2024,4,564,344,456,domingo,2024-04-28T18:15,5.44
3025,52,nariño,52835,san andres de tumaco,52835217,san juan de la costa (san andres de tumaco - nariño),2021,4,16922,6309,1408,viernes,2021-04-02T19:15,5.48
684,27,choco,27372,jurado,27372000,jurado (jurado - choco),2023,10,163692,59810,35660,jueves,2023-10-19T19:00,20.0
3133,88,"archipielago de san andres, providencia y santa catalina",88001,san andres,88001000,san andres (san andres - archipielago de san andres y providencia),2021,2,164425,62119,35660,lunes,2021-02-15T15:30,24.0
2482,19,cauca,19318,guapi,19318008,limones (guapi - cauca),2021,10,8323,3782,3647,viernes,2021-10-22T18:15,9.35
4151,27,choco,27006,acandi,27006003,capurgana (acandi - choco),2020,1,164425,62119,35660,viernes,2020-01-03T18:30,18.23
